"RefA","RefALink","RefB","RefBLink","Snippet","MatchType","k_n_ref","DeterministicScore","RefBExact","RefBExactLink","RefBExcerpt","LLMStatus","LLMParagraph","LLMConfidence","LLMExcerpt"
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.4.2","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.4.2","Likutei Moharan%2C_Part_II.72","https://www.sefaria.org.il/Likutei_Moharan,_Part_II.72","לעשות מצוה וצריך שידע בנפשו שאינו ראוי לעשות מצוה ולהתפלל לפני ה יתברך כמו שפרש רבנו זכרונו לברכה במקום אחר בלקוטי תנינא סימן עב אף על פי כן אסור לאדם שיהיה נשאר בזה חס ושלום רק צריך להתחזק ולהתגבר בעזות גדול מאד ולומר אף","k_of_n","6/40 words match (window=""לעשות מצוה וצריך שידע בנפשו שאינו ראוי לעשות מצוה ולהתפלל לפני ה יתברך כמו שפרש רבנו זכרונו לברכה במקום אחר אף על פי כן אסור לאדם שיהיה נשאר בזה חס ושלום רק צריך להתחזק ולהתגבר בעזות גדול מאד ולומר אף"")","6/40","Likutei Moharan%2C_Part_II.72.1.2","https://www.sefaria.org.il/Likutei_Moharan,_Part_II.72.1.2","כי עלידי שרואין את עצמו עם הצדיק, עלידיזה מקבלין גדלה. ועקר הגדלה היא שפלות, כמו שמצינו אצל השם יתברך: כל מקום שאתה מוצא גדלתו של הקדושברוךהוא, שם אתה מוצא ענותנותו (מגילה לא), כי עקר הגדלה היא שפלות. ועקר התחיה לעתיד, שיעמדו בתחיה ויחיו חיים נצחיים, עקר מה שיהיה נחיה ויקום בתחיה הוא השפלות של כל אחד, כי השפלות של כל אחד ואחד יהיה נחיה לעתיד, ויקום בתחיה, בבחינת (ישעיהו כ״ו:י״ט): הקיצו ורננו שכני עפר, ודרשו רבותינו זכרונם לברכה (סוטה ה): מי שנעשה שכן לעפר בחייו. כי עקר התקומה בתחיה יהיה רק להשפלות, שהשפלות של כל אחד ואחד יהיה נחיה ויקום בתחיה לעתיד.","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.4.2","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.4.2","Likutei Moharan.38","https://www.sefaria.org.il/Likutei_Moharan.38","וכל העברות חס ושלום שכלם נמשכין מעזות הגוף שהוא עז וחזק בהתאוות וכמו שאמר רבנו זכרונו לברכה בהתורה מרכבת פרעה בסימן לח שעזות דסטרא אחרא הוא זהמת הנחש עין שם וזה העזות דסטרא אחרא שהוא זהמת הנחש זה עקר בחינת הרע הנאחז","k_of_n","6/40 words match (window=""וכל העברות חס ושלום שכלם נמשכין מעזות הגוף שהוא עז וחזק בהתאוות וכמו שאמר רבנו זכרונו לברכה בהתורה מרכבת פרעה שעזות דסטרא אחרא הוא זהמת הנחש עין שם וזה העזות דסטרא אחרא שהוא זהמת הנחש זה עקר בחינת הרע הנאחז"")","6/40","Likutei Moharan.38.3.1","https://www.sefaria.org.il/Likutei_Moharan.38.3.1","ג וצריך להעלות את הדבור לשרשו, שהוא הזרוע, שהם חמש אצבעין שביד שמאל, שהם חמשה גבורות, שהם בחינת חמשת מוצאות הפה. כי עקר הדבור – עלידי חמשת מוצאות הפה, שהם הגבורות. כמו שכתוב (שם קו): מי ימלל גבורות ה'; שעל ידי גבורות נעשה הדבור, כמו שכתוב (שם קמה): וגבורתך ידברו; וכמו שכתוב (ירמיהו כ״ג:כ״ט): הלוא כה דברי כאש נאם ה':","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.17.1","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.17.1","Likutei Moharan.18","https://www.sefaria.org.il/Likutei_Moharan.18","זה בחינת כח הכתרים הנ ל כי אבנים טובות הם בחינת כתרים שנעשים מאבנים טובות וכמבאר בדברי רבנו זכרונו לברכה בהתורה קרטליתא בסימן יח עין שם על כן מאלו האבנים טובות של החשן והאפוד שהם בחינת כח הכתרים הנ ל משם מקבלין כח כל","k_of_n","6/40 words match (window=""זה בחינת כח הכתרים הנ ל כי אבנים טובות הם בחינת כתרים שנעשים מאבנים טובות וכמבאר בדברי רבנו זכרונו לברכה עין שם על כן מאלו האבנים טובות של החשן והאפוד שהם בחינת כח הכתרים הנ ל משם מקבלין כח כל"")","6/40","Likutei Moharan.18.2.9","https://www.sefaria.org.il/Likutei_Moharan.18.2.9","אבל עלידי שנמתק הרגז והחרוןאף עלידי רחמנות כנ""ל, אז נמתק החרוןאף שיש בתוך הצדיקים עלידי הרחמנות, ואז הרחמנות גובר עליהם, ומרחמים על העולם ונתרצים בהנהגתו, ומקבלים על עצמן השררה של ההנהגה, ובזאת הרחמנות הם מנהיגים את העולם, בבחינת (ישעיהו מט): כי מרחמם ינהגם. נמצא שזאת הרחמנות היא עטרתם, שמעטר אותם במדת מלכות ומנהיג:","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.23.1","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.23.1","Likutei Moharan.118","https://www.sefaria.org.il/Likutei_Moharan.118","חותם בתוך חותם שצריכין לחתם המאכלים שיש בהם חשש שלא יחליף אותם בדבר האסור מן התורה שסימנם חבי ת כמבאר בסימן קיח כי חותם בתוך חותם נמשך מבחינת עזות דקדשה שעל ידי זה מתקרבין אל צדיקי אמת שהם בחינת חותם הידין שעל","pending_llm","","","","","","pending","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.1.1","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.1.1","Likutei Moharan.30","https://www.sefaria.org.il/Likutei_Moharan.30","על פי התורה מישרא בסימן ל עין שם כל התורה","pending_llm","","","","","","pending","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.1.3","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.1.3","Likutei Moharan%2C_Part_II.7","https://www.sefaria.org.il/Likutei_Moharan,_Part_II.7","ישאר דעתם אחריהם לדורות כמו שראינו בכל הצדיקים האמתיים הקדושים שהיו מלפנינו וכמו שמבאר בהתורה כי מרחמם ינהגם בלקוטי תנינא סימן ז על מה שאמרו רבותינו זכרונם לברכה על פסוק אשר אין חליפות למו עין שם וזה הקטן במעלה אשר אינו יודע","k_of_n","11/40 words match (window=""ישאר דעתם אחריהם לדורות כמו שראינו בכל הצדיקים האמתיים הקדושים שהיו מלפנינו וכמו שמבאר בהתורה כי מרחמם ינהגם בלקוטי תנינא על מה שאמרו רבותינו זכרונם לברכה על פסוק אשר אין חליפות למו עין שם וזה הקטן במעלה אשר אינו יודע"")","11/40","Likutei Moharan%2C_Part_II.7.4.2","https://www.sefaria.org.il/Likutei_Moharan,_Part_II.7.4.2","כמו שאמרו רבותינו, זכרונם לברכה (ב""ב קטז): אשר אין חליפות למו – חד אמר בן, וחד אמר תלמיד, כי התלמיד מקבל דעת הרב. גם הבן, בודאי אין מעלה כשנשאר בן רשע, חס ושלום, והעקר להשאיר בן שיהיה בחינת תלמיד גםכן, שיקבל ממנו שכלו ודעתו.","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.8.1","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.8.1","Likutei Moharan.152","https://www.sefaria.org.il/Likutei_Moharan.152","זה נאמר כי עליך הרגנו כל היום נחשבנו כצאן טבחה וכמובן בהענין שספר הוא זכרונו לברכה כשבא נשמה קדושה לעולם בסימן קנב לקוטי חלק א וסים שם ועל ידי מסירת נפש אפשר לדבק וכו עין שם היטב וזהו אל תאמין בעצמך עד","k_of_n","7/40 words match (window=""זה נאמר כי עליך הרגנו כל היום נחשבנו כצאן טבחה וכמובן בהענין שספר הוא זכרונו לברכה כשבא נשמה קדושה לעולם לקוטי חלק א וסים שם ועל ידי מסירת נפש אפשר לדבק וכו עין שם היטב וזהו אל תאמין בעצמך עד"")","7/40","Likutei Moharan.152.2.1","https://www.sefaria.org.il/Likutei_Moharan.152.2.1","עין בזהר תרומה (דף קמ: קמא.), הובא בפרדס, שער התמורות, פרק ב: בארעא קדישא מתתקנא כלא וכו'; עין שם היטב מה שכתוב שם: פריסא קלישא, שנפרס על הפתח. ועלפי הסוד הנ""ל הוא בחינת הירא שמים, שהוא בחינת: פריסא קלישא, וכמבאר שם בזהר: למעל אי אפשר, וגם הקלפה אי אפשר לה להתפשט על הפתח מחמת הפריסא קלישא, עין שם, והוא ממש מה שכתוב לעיל בענין הירא שמים, ודוק היטב ותבין נפלאות.","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.9.2","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.9.2","Likutei Moharan.135","https://www.sefaria.org.il/Likutei_Moharan.135","חבלי לדה וכמובן בדבריו זכרונו לברכה שאמר אחר התורה הנ ל ועל ידי זה נתבטל קשוי הולדה כמו שמבאר שם בסימן קלה שמדבר מהתורה הנ ל כי ההולדה בבחינת חתכו לארבע כמו שמבאר שם ועל כן עקר ההולדה על ידי החסד כמו","k_of_n","6/40 words match (window=""חבלי לדה וכמובן בדבריו זכרונו לברכה שאמר אחר התורה הנ ל ועל ידי זה נתבטל קשוי הולדה כמו שמבאר שם שמדבר מהתורה הנ ל כי ההולדה בבחינת חתכו לארבע כמו שמבאר שם ועל כן עקר ההולדה על ידי החסד כמו"")","6/40","Likutei Moharan.135.1.5","https://www.sefaria.org.il/Likutei_Moharan.135.1.5","ועקר כח קדשת יוםטוב הוא תלוי בצדיקים, כמו שכתוב (ויקרא כ״ג:ל״ז): אלה מועדי ה' אשר תקראו אותם במועדם, ודרשו רבותינו זכרונם לברכה (ראש השנה כד): אל תקרי אתם אלא אתם.","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.29.6","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.29.6","Likutei Moharan.42","https://www.sefaria.org.il/Likutei_Moharan.42","וזה שנאמר בנחמות של ישעיה הנביא בסימן מב מג שמחזקם מאד להתקרב לה יתברך אחר כל מה שעשו ה חפץ למען צדקו יגדיל תורה ויאדיר הינו שה יתברך הרבה לישראל תורה ומצוות כמו שדרשו רז ל על פסוק זה כדי לזכותם לנצח","pending_llm","","","","","","pending","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.35.6","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.35.6","Likutei Moharan.42","https://www.sefaria.org.il/Likutei_Moharan.42","וזה שנאמר בנחמות של ישעיה הנביא בסימן מב מג שמחזקם מאד להתקרב לה יתברך אחר כל מה שעשו ה חפץ למען צדקו יגדיל תורה ויאדיר הינו שה יתברך הרבה לישראל תורה ומצוות כמו שדרשו רז ל על פסוק זה כדי לזכותם לנצח","pending_llm","","","","","","pending","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.1.1","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.1.1","Likutei Moharan.19","https://www.sefaria.org.il/Likutei_Moharan.19","על פי התורה תפלה לחבקוק בסימן יט הנזכר לעיל בהלכות שחיטה הלכה ב","pending_llm","","","","","","pending","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.1.2","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.1.2","Likutei Moharan.29","https://www.sefaria.org.il/Likutei_Moharan.29","כנ ל שזהו בחינת נפילת המלכות בבחינת סכת דויד הנפלת בבחינת חלי נופל רחמנא לצלן הנאמר במאמר האי מאן וכו בסימן כט כי מלכות פה בחינת שלמות לשון הקדש שהוא בחינת חוה אשה כנ ל שנפילתה חס ושלום על ידי התגברות הדמים","k_of_n","8/40 words match (window=""כנ ל שזהו בחינת נפילת המלכות בבחינת סכת דויד הנפלת בבחינת חלי נופל רחמנא לצלן הנאמר במאמר האי מאן וכו כי מלכות פה בחינת שלמות לשון הקדש שהוא בחינת חוה אשה כנ ל שנפילתה חס ושלום על ידי התגברות הדמים"")","8/40","Likutei Moharan.29.2.1","https://www.sefaria.org.il/Likutei_Moharan.29.2.1","ב ולהקים ולרומם את הדעת, הוא עלידי שבח הצדיקים; כשמשבחין ומפארין את הצדיקים, עלידיזה נתרומם הדעת. בבחינת (דברים ל״ב:י״א): כנשר יעיר קנו, נשרא – דא רוחא (כמובא בתיקון ג' מהי""א תיקונים), דא בחינת צדיק, בבחינת (במדבר כ״ז:י״ח): איש אשר רוח בו. יעיר קנו – שהוא מעורר המחין מתרדמותן, מבחינת מחין דקטנות, מבחינת שנה. קנו – דא קנה חכמה קנה בינה (משלי ד׳:ה׳), שהם המחין.","not_needed","","",""
"Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.3.1","https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.3.1","Likutei Moharan.181","https://www.sefaria.org.il/Likutei_Moharan.181","רבים להטות כתיב להטות ממש כי יש כח בהרב להטות את האסור ולבטלו ממש כמו שמובא בדברי רבנו נרו יאיר בסימן קפא כי יש כח בהנפשות כשמתקשרין על נפש אחד להכניעו ולהפילו ועל כן כשהרב של התר יש כח להנפשות שיש שם","k_of_n","6/40 words match (window=""רבים להטות כתיב להטות ממש כי יש כח בהרב להטות את האסור ולבטלו ממש כמו שמובא בדברי רבנו נרו יאיר כי יש כח בהנפשות כשמתקשרין על נפש אחד להכניעו ולהפילו ועל כן כשהרב של התר יש כח להנפשות שיש שם"")","6/40","Likutei Moharan.181.1.1","https://www.sefaria.org.il/Likutei_Moharan.181.1.1","כשמתקשרים בקשר איזה אנשים על איש אחד, אפלו אם הוא אדם חשוב יותר מהם, על כל זה יכולים להפילו, כי נתקבצים חלקי הכבוד שיש לכל אחד מהם, ועל ידי זה נתבטל חלק כבוד שלו, ונופל על ידם, בבחינת (איוב כ״ט:ח׳): ראוני נערים ונחבאו, שהקטנות בטל לפני גדלות,","not_needed","","",""
