RefA,RefALink,RefB,RefBLink,Snippet
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.4.42.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.4.42.2",Likutei Moharan.85,https://www.sefaria.org.il/Likutei_Moharan.85," ביון מצולה ואין מעמד. באתי במעמקי מים ושבלת וכו' וכמבאר מזה בסימן הנ""ל:"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.4.43.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.4.43.1",Likutei Moharan.23,https://www.sefaria.org.il/Likutei_Moharan.23,"נת שמחה בחינת שמח זבולן, כמבאר בהתורה צוית צדק (סימן כג) נמצא שזבולון הוא בחינת תקון תאות ממון. ועל-כן זבולון הוא קבור על"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.4.46.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.4.46.1",Likutei Moharan.21,https://www.sefaria.org.il/Likutei_Moharan.21, דבר שאי אפשר להבין כמו שמבאר בהתורה בהעלתך (בסימן כא) אבל יש בחינה אחרת שישראל זכו להתדבק בה' יתברך ולבחר בו י
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.5.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.5.1.1",Likutei Moharan.216,https://www.sefaria.org.il/Likutei_Moharan.216,לשון השלחן ערוך סימן ריו:
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.5.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.5.1.3",Likutei Moharan.66,https://www.sefaria.org.il/Likutei_Moharan.66,על-פי התורה ויהי נא פי שנים ברוחך אלי (בסימן סו) עין שם באות ד מה שכתב שם דברים נפלאים כמה האדם צריך להתחזק
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.5.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.5.5.1",Likutei Moharan.100,https://www.sefaria.org.il/Likutei_Moharan.100,לה וכו' רץ דיקא. כי צריכין לרוץ למצוה בזריזות גדול. כי זה סימן על תקף חשקו ורצונו החזק. ועל-כן רץ לשון רצון בחינת משכני אחריך נ
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Blessing on Fragrance.5.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Blessing_on_Fragrance.5.5.1",Likutei Moharan.100,https://www.sefaria.org.il/Likutei_Moharan.100,קלסה. כי שניהם אחד כי הריצה והזריזות הגדולה לדבר מצוה זה סימן על תקף הרצון והחשק שעל-ידי זה דיקא זוכין לגמר המצוה ולעשות מצוה
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.1.1.1",Likutei Moharan.219,https://www.sefaria.org.il/Likutei_Moharan.219,'דבר. מה מברך ברוך אתה ה' הגומל לחיבים טובות וכו' (שלחן ערוך סימן ריט):
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.1.1.2",Likutei Moharan%2C_Part_II.2,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.2",על-פי המאמר של חנכה בלקוטי תנינא סימן ב. שם מבאר שעל-ידי תודה הודאה בחינת ארבעה צריכין להודות. שזה בח
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.1.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.1.3.1",Likutei Moharan.250,https://www.sefaria.org.il/Likutei_Moharan.250,"קדשה של שבת לששת ימי החל. כי איתא בדברי רבנו נרו יאיר בסימן ר""נ על מאמר רבותינו זכרונם לברכה ומוריד שתי דמעות לים הגדול עין ש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.2.1.2",Likutei Moharan.219,https://www.sefaria.org.il/Likutei_Moharan.219,ה חבוש בבית האסורים. וסימנך וכל הח'י'י'ם' יודוך וכו' (שלחן ערוך סימן ריט):
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.2.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.2.1.3",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"על-פי המאמר 'ואלה המשפטים' המדבר מאמונה (בסימן ז לקוטי ח""א) עין שם. כי אמונה בחינת תפלה בחינת נסים שמאמין שי"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.5.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.5.1.2",Likutei Moharan.31,https://www.sefaria.org.il/Likutei_Moharan.31,"על-פי התורה אית לן בירא בדברא וכו' בסימן ל""א עין שם:"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.5.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.5.5.1",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,"זין לו בכל עת. (כמו שמבאר בהתורה ויהי מקץ-זכרון סימן נד), שמרמזין להאדם בכל עת לשוב לה' יתברך. והכל על-ידי השנויים ה"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.5.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.5.6.1",Likutei Moharan%2C_Part_II.20,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.20","עולם החרות שעל-ידי זה עקר שלמות הדעת, (כמו שמבאר במקום אחר בסימן יוד בלקוטי תנינא) שעל-ידי זה יכולים לדרש את התורה, כי כשאין אמונת"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.5.7.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.5.7.1",Likutei Moharan.36,https://www.sefaria.org.il/Likutei_Moharan.36,"ל השבעין אמין כמו שמבאר בהתורה בקרב עלי מרעים (בסימן לו), עין שם שכתב שם שעל-ידי שעומדים בנסיון של תאוה זאת שהיא עק"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.5.7.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.5.7.1",Likutei Moharan%2C_Part_II.87,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.87",בחינת הנתן בים דרך כמו שמבאר בלקוטי תנינא (סימן פז) בענין כונות אלול שהם תקון הברית עין שם. וזה בחינת השגת סודו
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.5.8.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.5.8.1",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,"ם בחינת רקיעין דשוא חס ושלום (וכמו שמבאר בהתורה ויהי מקץ סימן נד) שהם בבחינת שבע שני הרעב חס ושלום, שהוא הפך עשית פרות. כי אי "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.1.1",Likutei Moharan.24,https://www.sefaria.org.il/Likutei_Moharan.24,"על-פי התורה ""אמצעיתא דעלמא"" בסימן כ""ד לקוטי א, מבאר שם עצם המעלה של עשית המצוה בשמחה, שעל-ידי זה "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.4.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.4.2",Likutei Moharan.55,https://www.sefaria.org.il/Likutei_Moharan.55," זאת, כמובא בדבריו זכרונו לברכה בהתורה אבא שאול (בסימן נה לקוטי חלק א), שזהו בחינת ואף גם זאת בהיותם בארץ איביהם. ועקר ג"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.5.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.5.2",Likutei Moharan%2C_Part_II.2,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.2","ר בדברינו הרבה מזה על התורה ימי חנכה הם ימי הודאה בלקוטי תנינא סימן ב בהלכות כלאי בהמה, ובהלכות פריקה וטעינה עין שם). וזה בחינת הול"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.5.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.5.3",Likutei Moharan.163,https://www.sefaria.org.il/Likutei_Moharan.163,"שמבאר בדבריו זכרונו לברכה במקום אחר על זה הפסוק (בסימן קסג), כי תקון המחין בשלמות שעקרו על-ידי המסדר והמישב, זה אי אפש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.6.1",Likutei Moharan.20,https://www.sefaria.org.il/Likutei_Moharan.20,"י האדם גבורתו ונוראות נפלאותיו, וביותר להרחוקים מאד כמו שמבאר בסימן יוד, שזה עקר גדלתו יתברך שגם העובדי כוכבים והרחוקים מאד מאד יד"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.8.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.8.1",Likutei Moharan.56,https://www.sefaria.org.il/Likutei_Moharan.56,"ן תאכלנה וכו'. וכמו שמבאר בהתורה וביום הבכורים (בסימן נו) בענין עצבון ידים וכו', עד שכמעט תצא נפשו חס ושלום לולא ה' עזר"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.9.1",Likutei Moharan.64,https://www.sefaria.org.il/Likutei_Moharan.64,"רחמנותו וכמו שכתוב בתחלת העץ חיים. (ובהתורה בא אל פרעה בסימן סד לקוטי חלק א), הינו שעקר בריאת האדם שבשבילו נברא הכל היה בש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.9.1",Likutei Moharan%2C_Part_II.39,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.39","שהוא שבת שהוא תכלית מעשה שמים וארץ (כמו שמבאר בלקוטי תנינא סימן לט), וזה כל נחמותינו על כל הצרות והיגונות שסובל כל אחד בבחינת זה י"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.9.1",Likutei Moharan%2C_Part_II.2,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.2","ו שנאמר על נח שהוא בחינת הצדיק שהוא בחינת שבת (כמו שמבאר בסימן ב בלקוטי תנינא). שהוא בחינת עולם הבא. וכמו שכתוב במדרש הנ""ל "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.9.1",Likutei Moharan%2C_Part_II.20,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.20",ה אין יכולין לישב דעתו מה הוא עושה בזה העולם וכו'. (וכמו שמבאר בסימן יוד בלקוטי תנינא). ועל-כן צריכין להתגבר מאד מאד להמשיך שמחה על 
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.9.1",Likutei Moharan.22,https://www.sefaria.org.il/Likutei_Moharan.22,"ן זה כמו שכתוב ביום ההוא יבקש עון ישראל ואיננו, כמו שמובא בסימן כב שיבקשו ויחפשו עוונות ישראל וכו' כי יתהפכו לזכיות. וכמו ש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.9.1",Likutei Moharan%2C_Part_II.23,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.23",ובר עליו בבחינת ששון ושמחה ישיגו ונסו יגון ואנחה כמו שמבאר בסימן כג בלקוטי תנינא. שצריכין לחטף היגון ואנחה להפכו לשמחה וכו':
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.10.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.10.1",Likutei Moharan.250,https://www.sefaria.org.il/Likutei_Moharan.250,"ל-פי הנ""ל, כי מבאר בדבריו זכרונו לברכה במקום אחר (בסימן רנ לקוטי חלק א) שכשהקדוש ברוך הוא רוצה להושיע את ישראל הוא ממש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.12.1",Likutei Moharan%2C_Part_II.20,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.20","'. ועקר על-ידי העצבות שעל-ידי זה המח והשכל מבלבל כמו שמבאר בסימן יוד הנ""ל בלקוטי תנינא. ועקר הבלבול הוא שמבלבלין הדעת וממירין "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.12.1",Likutei Moharan.1,https://www.sefaria.org.il/Likutei_Moharan.1,ל-פי רב מתלבש הבעל דבר במצוות (כמו שמובא לקוטי חלק א בסימן א) שכל זה בחינת תמורות וחליפין. וזה בחינת יראות הנפולות רחמנא לצל
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.12.1",Likutei Moharan.22,https://www.sefaria.org.il/Likutei_Moharan.22,"ל לטובה בבחינת עוונות נתהפכין לזכיות, כמובא לעיל מה שמבאר בסימן כב על פסוק ביום ההוא יבקש עון ישראל ואיננו וכו'. (ועין כל זה בה"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.12.1",Likutei Moharan%2C_Part_II.23,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.23","מבאר על פסוק ששון ושמחה ישיגו ונסו יגון ואנחה (בסימן כג בלקוטי תנינא), שצריכין דיקא לחטף היגון ואנחה להפכו לשמחה ש"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.14.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.14.1",Likutei Moharan%2C_Part_II.23,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.23","שמחה. (כמו שמבאר על פסוק ששון ושמחה ישיגו וכו' בלקוטי תנינא סימן כג, ועין מה שמבאר על זה בהלכות פריה ורביה הלכה ג עין שם היטב). "
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.15.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.15.1",Likutei Moharan%2C_Part_II.81,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.81",נו זכרונם לברכה מי שאין לו בנים ישמח את אשתו וכו' וכמו שמובא בסימן פא בלקוטי תנינא. לך לך מארצך בחינת עצבות שנמשך מהארץ מיסוד ה
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.24.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.24.1",Likutei Moharan%2C_Part_II.83,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.83",מה צמצומים שנבראו על-ידי זה. וזה בחינת מה שמבאר בלקוטי תנינא סימן פג שתכלית הידיעה דלא נדע זה בחינת מקומו של עולם וכו' עין שם. ויל
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.24.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.24.1",Likutei Moharan.6,https://www.sefaria.org.il/Likutei_Moharan.6,"לו המתן שנאמר על כל אחד מישראל הרוצה לטהר וכו', כמו שמבאר בסימן ו', וכן נאמר על הצדיק העוסק לטהר את ישראל וכו'. ויקח מאבני המקו"
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.24.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.24.1",Likutei Moharan.27,https://www.sefaria.org.il/Likutei_Moharan.27,מו שמובא על מאמר רבותינו זכרונם לברכה בהינו דעל (בסימן כז בהתורה רציצא עין שם). וזהו וישכב במקום ההוא במקום ההוא דיק
Likutei Halakhot%2C_Orach Chaim%2C_Laws of Thanksgiving Blessings.6.24.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Orach_Chaim,_Laws_of_Thanksgiving_Blessings.6.24.2",Likutei Moharan%2C_Part_II.25,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.25","כל עת בשמחה וכו', וכמו שמבאר הרבה בדברינו בזה, וכמבאר במקומו בסימן כה בלקוטי תנינא ובמקום אחר מעלת ההתבודדות, וסים ושאר כל היום י"
